ZipCode,CaseType,CourtName,Condition,Is_Default
90301,Unlimited,Inglewood Courthouse,,False
90302,Unlimited,Inglewood Courthouse,,False
90303,Unlimited,Inglewood Courthouse,,False
90304,Unlimited,Inglewood Courthouse,,False
90305,Unlimited,Inglewood Courthouse,,False
90306,Unlimited,Inglewood Courthouse,,False
90307,Unlimited,Inglewood Courthouse,,False
90308,Unlimited,Inglewood Courthouse,,False
90309,Unlimited,Inglewood Courthouse,,False
90311,Unlimited,Inglewood Courthouse,,False
90312,Unlimited,Inglewood Courthouse,,False
90503,Unlimited,Inglewood Courthouse,,False
90504,Unlimited,Inglewood Courthouse,,False
90505,Unlimited,Inglewood Courthouse,,False
90506,Unlimited,Inglewood Courthouse,,False
90507,Unlimited,Inglewood Courthouse,,False
90508,Unlimited,Inglewood Courthouse,,False
90509,Unlimited,Inglewood Courthouse,,False
90510,Unlimited,Inglewood Courthouse,,False
90717,Unlimited,Inglewood Courthouse,,False
91001,Unlimited,Burbank Courthouse,,False
91003,Unlimited,Burbank Courthouse,,False
91006,Unlimited,Burbank Courthouse,,False
91007,Unlimited,Burbank Courthouse,,False
91008,Unlimited,Burbank Courthouse,,False
91009,Unlimited,Burbank Courthouse,,False
91010,Unlimited,Burbank Courthouse,,False
91011,Unlimited,Burbank Courthouse,,False
91012,Unlimited,Burbank Courthouse,,False
91016,Unlimited,Burbank Courthouse,,False
91017,Unlimited,Burbank Courthouse,,False
91020,Unlimited,Burbank Courthouse,,False
91021,Unlimited,Burbank Courthouse,,False
91023,Unlimited,Burbank Courthouse,,False
91024,Unlimited,Burbank Courthouse,,False
91025,Unlimited,Burbank Courthouse,,False
91030,Unlimited,Burbank Courthouse,,False
91031,Unlimited,Burbank Courthouse,,False
91040,Unlimited,Burbank Courthouse,,False
91041,Unlimited,Burbank Courthouse,,False
91042,Unlimited,Burbank Courthouse,,False
91043,Unlimited,Burbank Courthouse,,False
91046,Unlimited,Burbank Courthouse,,False
91066,Unlimited,Burbank Courthouse,,False
91077,Unlimited,Burbank Courthouse,,False
91101,Unlimited,Burbank Courthouse,,False
91103,Unlimited,Burbank Courthouse,,False
91102,Unlimited,Burbank Courthouse,,False
91104,Unlimited,Burbank Courthouse,,False
91105,Unlimited,Burbank Courthouse,,False
91106,Unlimited,Burbank Courthouse,,False
91107,Unlimited,Burbank Courthouse,,False
91108,Unlimited,Burbank Courthouse,,False
91109,Unlimited,Burbank Courthouse,,False
91110,Unlimited,Burbank Courthouse,,False
91114,Unlimited,Burbank Courthouse,,False
91115,Unlimited,Burbank Courthouse,,False
91116,Unlimited,Burbank Courthouse,,False
91117,Unlimited,Burbank Courthouse,,False
91118,Unlimited,Burbank Courthouse,,False
91121,Unlimited,Burbank Courthouse,,False
91123,Unlimited,Burbank Courthouse,,False
91124,Unlimited,Burbank Courthouse,,False
91125,Unlimited,Burbank Courthouse,,False
91126,Unlimited,Burbank Courthouse,,False
91129,Unlimited,Burbank Courthouse,,False
91182,Unlimited,Burbank Courthouse,,False
91184,Unlimited,Burbank Courthouse,,False
91185,Unlimited,Burbank Courthouse,,False
91188,Unlimited,Burbank Courthouse,,False
91189,Unlimited,Burbank Courthouse,,False
91201,Unlimited,Burbank Courthouse,,False
91202,Unlimited,Burbank Courthouse,,False
91203,Unlimited,Burbank Courthouse,,False
91204,Unlimited,Burbank Courthouse,,False
91205,Unlimited,Burbank Courthouse,,False
91206,Unlimited,Burbank Courthouse,,False
91207,Unlimited,Burbank Courthouse,,False
91208,Unlimited,Burbank Courthouse,,False
91209,Unlimited,Burbank Courthouse,,False
91210,Unlimited,Burbank Courthouse,,False
91214,Unlimited,Burbank Courthouse,,False
91221,Unlimited,Burbank Courthouse,,False
91222,Unlimited,Burbank Courthouse,,False
91224,Unlimited,Burbank Courthouse,,False
91225,Unlimited,Burbank Courthouse,,False
91226,Unlimited,Burbank Courthouse,,False
91353,Unlimited,Burbank Courthouse,,False
91501,Unlimited,Burbank Courthouse,,False
91502,Unlimited,Burbank Courthouse,,False
91503,Unlimited,Burbank Courthouse,,False
91504,Unlimited,Burbank Courthouse,,False
91505,Unlimited,Burbank Courthouse,,False
91506,Unlimited,Burbank Courthouse,,False
91507,Unlimited,Burbank Courthouse,,False
91508,Unlimited,Burbank Courthouse,,False
91510,Unlimited,Burbank Courthouse,,False
91521,Unlimited,Burbank Courthouse,,False
91522,Unlimited,Burbank Courthouse,,False
91523,Unlimited,Burbank Courthouse,,False
91526,Unlimited,Burbank Courthouse,,False
91601,Unlimited,Burbank Courthouse,,False
91602,Unlimited,Burbank Courthouse,,False
91603,Unlimited,Burbank Courthouse,,False
91604,Unlimited,Burbank Courthouse,,False
91605,Unlimited,Burbank Courthouse,,False
91606,Unlimited,Burbank Courthouse,,False
91607,Unlimited,Burbank Courthouse,,False
91608,Unlimited,Burbank Courthouse,,False
91609,Unlimited,Burbank Courthouse,,False
91610,Unlimited,Burbank Courthouse,,False
91611,Unlimited,Burbank Courthouse,,False
91612,Unlimited,Burbank Courthouse,,False
91614,Unlimited,Burbank Courthouse,,False
91615,Unlimited,Burbank Courthouse,,False
91616,Unlimited,Burbank Courthouse,,False
91617,Unlimited,Burbank Courthouse,,False
91618,Unlimited,Burbank Courthouse,,False
91754,Unlimited,Burbank Courthouse,,False
91755,Unlimited,Burbank Courthouse,,False
91756,Unlimited,Burbank Courthouse,,False
91771,Unlimited,Burbank Courthouse,,False
91772,Unlimited,Burbank Courthouse,,False
91775,Unlimited,Burbank Courthouse,,False
91776,Unlimited,Burbank Courthouse,,False
91780,Unlimited,Burbank Courthouse,,False
91801,Unlimited,Burbank Courthouse,,False
91802,Unlimited,Burbank Courthouse,,False
91803,Unlimited,Burbank Courthouse,,False
91804,Unlimited,Burbank Courthouse,,False
91896,Unlimited,Burbank Courthouse,,False
91899,Unlimited,Burbank Courthouse,,False
90003,Unlimited,Norwalk Courthouse,LOS ANGELES (North of Manchester),True
90003,Unlimited,Compton Courthouse,LOS ANGELES (South of Manchester),True
90034,Unlimited,Stanley Mosk Courthouse,LOS ANGELES (East of La Cienega),True
90034,Unlimited,Santa Monica Courthouse,LOS ANGELES (West of La Cienega),True
90034,Unlimited,Santa Monica Courthouse,PALMS,True
90035,Unlimited,Stanley Mosk Courthouse,LOS ANGELES (East of La Cienega),True
90035,Unlimited,Santa Monica Courthouse,LOS ANGELES (West of La Cienega),True
90044,Unlimited,Torrance Courthouse,ATHENS(and adjacent unincorporated area),True
90044,Unlimited,Stanley Mosk Courthouse,LOS ANGELES (North of Manchester),True
90044,Unlimited,Compton Courthouse,LOS ANGELES (South of Manchester),True
90056,Unlimited,Santa Monica Courthouse,BALDWIN HILLS,True
90056,Unlimited,Inglewood Courthouse,LADERA HEIGHTS,True
90056,Unlimited,Stanley Mosk Courthouse,LOS ANGELES (East of La Tijera),True
90056,Unlimited,Santa Monica Courthouse,LOS ANGELES (west of La Tijera),True
90056,Unlimited,Santa Monica Courthouse,WINDSOR HILLS,True
90061,Unlimited,Compton Courthouse,LOS ANGELES,True
90061,Unlimited,Compton Courthouse,UNINCORPORATED AREA WEST OF COMPTON,True
90063,Unlimited,Stanley Mosk Courthouse,BOYLE HEIGHTS,True
90063,Unlimited,Stanley Mosk Courthouse,CITY TERRACE,True
90063,Unlimited,Stanley Mosk Courthouse,EAST LOS ANGELES,True
90063,Unlimited,Stanley Mosk Courthouse,LOS ANGELES,True
90063,Unlimited,Burbank Courthouse,MONTEREY PARK,True
90221,Unlimited,Compton Courthouse,COMPTON,True
90221,Unlimited,Compton Courthouse,EAST RANCHO DOMINGUEZ,True
90221,Unlimited,Compton Courthouse,RANCHO DOMINGUEZ,True
90221,Unlimited,Compton Courthouse,UNINCORPORATED AREA EAST OF COMPTON,True
90502,Unlimited,Governor George Deukmejian Courthouse,LOS ANGELES,True
90502,Unlimited,Compton Courthouse,UNINCORPORATED AREA WEST OF CARSON,True
90502,Unlimited,Compton Courthouse,UNINCORPORATED LA COUNTY AREA,True
91302,Unlimited,Van Nuys Courthouse East,BRENTS JUNCTION,True
91302,Unlimited,Van Nuys Courthouse East,CALABASAS (North of MULHOLLAND HIGHWAY),True
91302,Unlimited,Van Nuys Courthouse East,CALABASAS PARK,True
91302,Unlimited,Van Nuys Courthouse East,HIDDEN HILLS,True
91302,Unlimited,Van Nuys Courthouse East,LOS ANGELES,True
91302,Unlimited,Santa Monica Courthouse,CALABASAS (South of MULHOLLAND HIGHWAY),True
91304,Unlimited,Chatsworth Courthouse,CANOGA PARK (North of Roscoe),True
91304,Unlimited,Van Nuys Courthouse East,CANOGA PARK (South of Roscoe),True
91304,Unlimited,Chatsworth Courthouse,LAKESIDE PARK,True
91304,Unlimited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91304,Unlimited,Van Nuys Courthouse East,LOS ANGELES (South of Roscoe),True
91304,Unlimited,Chatsworth Courthouse,WEST HILLS (North of Roscoe),True
91304,Unlimited,Van Nuys Courthouse East,WEST HILLS (South of Roscoe),True
91306,Unlimited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91306,Unlimited,Van Nuys Courthouse East,LOS ANGELES (South of Roscoe),True
91306,Unlimited,Van Nuys Courthouse East,WINNETKA,True
91325,Unlimited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91325,Unlimited,Van Nuys Courthouse East,LOS ANGELES (South of Roscoe),True
91325,Unlimited,Chatsworth Courthouse,NORTHRIDGE (North of Roscoe),True
91325,Unlimited,Van Nuys Courthouse East,NORTHRIDGE (South of Roscoe),True
91342,Unlimited,Burbank Courthouse,ANGELES NATIONAL FOREST,True
91342,Unlimited,Burbank Courthouse,KAGEL CANYON,True
91342,Unlimited,Burbank Courthouse,LAKE VIEW TERRACE (East of Osborne),True
91342,Unlimited,Chatsworth Courthouse,LAKE VIEW TERRACE (West of Osborne),True
91342,Unlimited,Chatsworth Courthouse,OLIVE VIEW,True
91342,Unlimited,Chatsworth Courthouse,SAN FERNANDO,True
91342,Unlimited,Chatsworth Courthouse,SYLMAR,True
91342,Unlimited,Chatsworth Courthouse,SYLMAR SQUARE,True
91343,Unlimited,Chatsworth Courthouse,LOS ANGELES (North of Lassen),True
91343,Unlimited,Van Nuys Courthouse East,LOS ANGELES (South of Lassen),True
91343,Unlimited,Chatsworth Courthouse,NORTH HILLS (North of Lassen),True
91343,Unlimited,Van Nuys Courthouse East,NORTH HILLS (South of Lassen),True
91343,Unlimited,Chatsworth Courthouse,NORTHRIDGE,True
91423,Unlimited,Burbank Courthouse,LOS ANGELES(East of Fulton and Dixie Canyon Aves.),True
91423,Unlimited,Burbank Courthouse,SHERMAN OAKS(East of Fulton and Dixie Cnyn Aves.),True
91423,Unlimited,Van Nuys Courthouse East,LOS ANGELES(West of Fulton and Dixie Canyon Aves.),True
91423,Unlimited,Van Nuys Courthouse East,SHERMAN OAKS(West of Fulton and Dixie Cnyn Aves.),True
91770,Unlimited,Burbank Courthouse,EL MONTE,True
91770,Unlimited,Burbank Courthouse,ROSEMEAD,True
91770,Unlimited,Burbank Courthouse,SOUTH SAN GABRIEL,True
93510,Unlimited,Michael Antonovich Antelope Valley Courthouse,ACTON (North of 9th St. / TRAIL's END Rd.),True
93510,Unlimited,Chatsworth Courthouse,ACTON (South of 9th St. / TRAIL's END Rd.),True
93510,Unlimited,Michael Antonovich Antelope Valley Courthouse,BIG MOUNTAIN RIDGE,True
93510,Unlimited,Chatsworth Courthouse,RAVENNA,True
